sp,site,median.coeff,ind95,ind80,cont,rls,mass,class,guild,sitesp,nyears,ActivityCycle,AdultBodyMass_g,DietBreadth,LitterSize,TrophicLevel,GR_Area_km2,Category,T75_Loss_SampleArea_Ha,T75_Loss_SampleArea_Pct,T75_Loss_SampleArea_Ha_Round,T75_Loss_SampleArea_Pct_Round,T75_Loss_ZOI_Ha,T75_Loss_ZOI_Pct,T75_Loss_ZOI_Ha_Round,T75_Loss_ZOI_Pct_Round,protection,poaching
Tinamus major,BCI,-0.570559336,decreasing,decreasing,LA,NT,1100,AVES,Omnivore,Tinamus major.Barro Colorado Nature Monument - Soberania National Park,4,NA,NA,NA,NA,NA,NA,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Tinamus major,CAX,-0.843476913,stable,stable,LA,NT,1100,AVES,Omnivore,Tinamus major.Caxiuanͣ,3,NA,NA,NA,NA,NA,NA,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Tinamus major,CSN,-0.068608281,stable,stable,LA,NT,1100,AVES,Omnivore,Tinamus major.Central Suriname Nature Reserve,5,NA,NA,NA,NA,NA,NA,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Tinamus major,COU,-0.94081594,decreasing,decreasing,LA,NT,1100,AVES,Omnivore,Tinamus major.Cocha Cashu - Manu National Park,3,NA,NA,NA,NA,NA,NA,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Tinamus major,MAN,1.390254762,increasing,increasing,LA,NT,1100,AVES,Omnivore,Tinamus major.Manaus,2,NA,NA,NA,NA,NA,NA,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Tinamus major,VB,-0.464809781,decreasing,decreasing,LA,NT,1100,AVES,Omnivore,Tinamus major.Volc͍n Barva,7,NA,NA,NA,NA,NA,NA,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Tinamus major,YAN,-0.176259517,stable,stable,LA,NT,1100,AVES,Omnivore,Tinamus major.Yanachaga Chimillͩn National Park,3,NA,NA,NA,NA,NA,NA,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Tinamus major,YAS,-0.277554385,stable,stable,LA,NT,1100,AVES,Omnivore,Tinamus major.Yasuni,3,NA,NA,NA,NA,NA,NA,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Tinamus tao,CAX,-0.294172978,stable,stable,LA,VU,1674,AVES,Omnivore,Tinamus tao.Caxiuanͣ,3,NA,NA,NA,NA,NA,NA,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Tinamus tao,COU,0.516374293,increasing,increasing,LA,VU,1674,AVES,Omnivore,Tinamus tao.Cocha Cashu - Manu National Park,3,NA,NA,NA,NA,NA,NA,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Tinamus tao,YAN,-0.20135588,stable,stable,LA,VU,1674,AVES,Omnivore,Tinamus tao.Yanachaga Chimillͩn National Park,3,NA,NA,NA,NA,NA,NA,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Tragelaphus eurycerus,NNN,-0.794824182,stable,stable,AF,NT,329003,MAMMALIA,Herbivore,Tragelaphus eurycerus.Nouabalͩ Ndoki,4,2,270998.37,4,1,1,2564432.61,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Tragelaphus scriptus,BIF,0.784053621,stable,increasing,AF,LC,43250,MAMMALIA,Herbivore,Tragelaphus scriptus.Bwindi Impenetrable Forest,4,2,43250.39,4,1,1,13167565.73,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,2,3
Tragelaphus scriptus,UDZ,0.270889898,increasing,increasing,AF,LC,43250,MAMMALIA,Herbivore,Tragelaphus scriptus.Udzungwa,5,2,43250.39,4,1,1,13167565.73,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Tragelaphus spekii,BIF,1.41E-16,stable,stable,AF,LC,77999,MAMMALIA,Herbivore,Tragelaphus spekii.Bwindi Impenetrable Forest,4,2,75554.25,2,1,1,5256068.76,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,2,3
Tragelaphus spekii,NNN,0.249256079,stable,stable,AF,LC,77999,MAMMALIA,Herbivore,Tragelaphus spekii.Nouabalͩ Ndoki,4,2,75554.25,2,1,1,5256068.76,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Tragulus javanicus,BBS,-0.432307316,decreasing,decreasing,AS,DD,2250,MAMMALIA,Herbivore,Tragulus javanicus.Bukit Barisan,4,1,1889.93,3,0.98,1,NA,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Tragulus kanchil,NAK,-0.452858132,decreasing,decreasing,AS,LC,2000,MAMMALIA,Herbivore,Tragulus kanchil.Nam Kading,4,NA,NA,NA,NA,NA,3708821.44,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,2,5
Tragulus kanchil,PSH,0.354300439,stable,increasing,AS,LC,2000,MAMMALIA,Herbivore,Tragulus kanchil.Pasoh Forest Reserve,3,NA,NA,NA,NA,NA,3708821.44,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Tragulus napu,BBS,0.236377308,increasing,increasing,AS,LC,4000,MAMMALIA,Herbivore,Tragulus napu.Bukit Barisan,4,1,5273.67,3,0.96,1,1593229.34,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Tremarctos ornatus,YAN,-0.843476913,stable,stable,LA,VU,140001,MAMMALIA,Omnivore,Tremarctos ornatus.Yanachaga Chimillͩn National Park,3,2,123176.97,5,1.44,2,409517.73,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Trichys fasciculata,BBS,0.428737211,stable,stable,AS,LC,1750,MAMMALIA,,Trichys fasciculata.Bukit Barisan,4,1,1750,NA,NA,NA,823588.66,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Tupaia glis,PSH,-0.049112874,stable,stable,AS,LC,159,MAMMALIA,Omnivore,Tupaia glis.Pasoh Forest Reserve,3,3,132.43,4,2.22,2,752165.74,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Tupaia tana,BBS,1.44E-15,stable,stable,AS,LC,198,MAMMALIA,Insectivore,Tupaia tana.Bukit Barisan,4,3,182.33,4,2.51,2,1167155.84,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Turtur brehmeri,KRP,0.067139303,stable,stable,AF,LC,113,AVES,Omnivore,Turtur brehmeri.Korup National Park,2,NA,NA,NA,NA,NA,NA,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,3,5
Turtur brehmeri,NNN,0.254719876,stable,stable,AF,LC,113,AVES,Omnivore,Turtur brehmeri.Nouabalͩ Ndoki,4,NA,NA,NA,NA,NA,NA,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Viverra zibetha,NAK,0.13571061,stable,stable,AS,NT,9000,MAMMALIA,Omnivore,Viverra zibetha.Nam Kading,4,1,9148.77,6,2.89,2,4064204.47,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,2,5
Viverra zibetha,PSH,1.93E-16,stable,stable,AS,NT,9000,MAMMALIA,Omnivore,Viverra zibetha.Pasoh Forest Reserve,3,1,9148.77,6,2.89,2,4064204.47,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Xenoperdix udzungwensis,UDZ,-0.354420553,stable,stable,AF,EN,225,AVES,Omnivore,Xenoperdix udzungwensis.Udzungwa,5,NA,NA,NA,NA,NA,NA,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
